score,avg_time,prev_time,prev_category,prev_length,category
2934,4.56,6.17,Easy,221,0
24150,3.3,0.68,Easy,442,1
38403,6.54,3.11,Easy,259,1
45536,5.26,1.59,Hard,288,1
40987,6.78,7.44,Hard,341,0
3248,1.09,9.33,Easy,323,1
18963,1.96,2.04,Easy,402,1
8555,6.28,3.62,Hard,221,0
6653,2.08,2.08,Easy,266,1
13609,1.51,2.69,Easy,263,1
1779,6.58,3.7,Hard,270,0
12463,6.86,7.9,Hard,194,0
50252,1.09,7.88,Hard,344,0
13969,3.89,5.43,Hard,366,0
4771,6.74,2.88,Hard,389,0
1968,6.11,5.43,Hard,453,0
22644,4.66,4.74,Easy,414,0
1465,2.96,9.94,Easy,166,1
31964,5.03,8.49,Easy,285,1
23643,4.2,7.22,Hard,437,0
31680,5.75,3.86,Easy,176,1
14107,0.86,9.55,Hard,200,0
18630,1.47,9.83,Hard,217,0
14108,4.47,1.51,Easy,376,0
23964,0.98,5.68,Easy,376,0
14506,0.63,3.88,Easy,494,1
2128,0.95,9.24,Easy,399,0
12387,6.55,7.86,Easy,418,0
34548,2.49,3.49,Hard,393,1
31372,4.13,8.93,Easy,299,1
42357,0.68,2.4,Easy,222,1
46064,1.59,2.34,Hard,212,1
42486,1.76,3.13,Hard,456,1
21309,1.06,5.7,Easy,156,1
34254,5.22,2.98,Hard,332,0
21521,3.17,3.21,Hard,385,0
12483,2.77,2.39,Easy,436,1
40660,6.75,4.16,Easy,489,1
19923,5.83,6.56,Easy,282,0
34670,1.05,9.53,Easy,150,1
3859,0.72,9.2,Easy,182,1
39056,6.41,4.85,Easy,179,1
39227,4.35,2.03,Hard,397,0
3534,1.75,4.68,Hard,358,0
45127,1.57,9.44,Hard,288,1
19153,2.14,3.99,Hard,430,0
25201,4.3,6.27,Hard,240,0
36543,3.12,4.43,Easy,407,1
1410,4.13,3.79,Hard,274,0
25713,5.68,2.04,Easy,393,1
41632,6.25,1.07,Hard,203,1
10942,3.6,6.84,Easy,298,1
6984,4.14,1.57,Easy,261,1
34543,6.88,3.51,Easy,198,1
16594,2.27,8.72,Hard,403,0
17035,5.81,3.01,Easy,311,1
34338,5.06,9.9,Hard,282,0
42534,4.05,4.59,Hard,448,0
40757,3.17,8,Hard,460,0
3851,6.78,1.7,Hard,495,0
20061,4.32,9.51,Hard,409,0
4500,4.48,6.85,Hard,490,0
18617,3.39,6.52,Hard,304,0
42374,1.21,0.98,Hard,153,1
1712,5.69,7.6,Easy,197,0
8799,2.96,9.2,Easy,269,1
34812,5.69,2,Easy,381,1
8283,6.86,7.31,Easy,431,0
28283,5.67,4.76,Easy,284,1
50141,5.42,8.04,Hard,478,0
26653,0.71,6.1,Hard,347,0
46444,1.78,7.1,Easy,380,1
43491,4.11,8.36,Easy,202,1
35721,5.89,7.38,Hard,434,0
43093,2.62,1.5,Hard,267,1
36026,5.61,4.78,Hard,179,1
172,5.57,6.61,Hard,487,0
1040,6.88,9.5,Easy,188,0
29147,4.81,1.49,Hard,392,0
33689,1.39,4.67,Easy,492,1
12972,6.36,8.15,Hard,293,0
38368,2.12,8.28,Easy,224,1
30618,6.65,9.98,Easy,356,0
34442,6.88,6.69,Easy,408,0
13690,3.97,8.04,Easy,224,1
24867,3.8,5.86,Easy,460,0
39072,6.59,8.15,Easy,189,1
21675,5.45,1.76,Easy,430,0
48696,1.7,2.32,Hard,486,1
36497,3.31,1.22,Easy,156,1
39081,3.96,3.17,Easy,247,1
37980,6.36,1.79,Hard,310,1
36124,2.26,4.99,Hard,349,1
27621,6.37,9.15,Hard,426,0
33363,3.36,1.9,Hard,317,1
48859,5.89,7.51,Easy,382,0
10404,5.28,5.74,Easy,153,0
21217,3.1,8.7,Hard,219,0
2390,6.35,7.12,Hard,435,0
5755,3.02,7.16,Hard,343,0
28197,4.68,7.03,Hard,282,0
16266,6.19,8.51,Hard,300,0
22062,3.37,7.38,Easy,490,0
3164,4.01,5.66,Easy,264,0
40322,2.85,8.66,Hard,269,1
38987,3.76,6.04,Easy,363,1
47467,6.68,5.82,Hard,373,0
5709,5.49,2.62,Hard,216,0
15768,0.96,7.08,Hard,323,0
14184,6.12,9.59,Hard,359,0
4670,5.72,8.73,Hard,213,0
43364,4.74,3.4,Easy,205,1
22745,3.67,2.55,Easy,340,1
10771,5.4,3.08,Easy,433,0
37805,0.66,6.47,Easy,371,1
21966,6.66,6.99,Hard,208,0
45257,5.05,2.26,Hard,200,1
32568,6.06,4.92,Hard,483,0
29339,0.66,2.87,Easy,484,1
30178,1.61,7.76,Hard,270,1
46849,5.81,1.43,Easy,429,1
37119,3.37,5.44,Easy,356,1
23212,6.79,4.44,Easy,381,0
36053,2.24,1.95,Easy,484,1
47164,3.34,2.18,Hard,347,1
825,5.92,5.06,Hard,271,0
24187,6.18,3.43,Easy,365,0
10096,3.15,4.4,Hard,415,0
39167,0.93,5.55,Easy,239,1
49945,4.8,8.03,Hard,243,0
45094,4.45,2.3,Hard,298,1
19726,6.72,3.24,Easy,196,1
14269,6.33,2.79,Easy,172,1
2998,2.47,0.93,Easy,201,1
9019,5.93,4.39,Hard,244,0
43558,5.63,2.34,Easy,421,1
4064,3.98,1.62,Hard,357,0
38676,4.2,5.18,Hard,368,0
23449,6.21,9,Easy,178,0
22379,3.46,5.39,Hard,235,0
37535,1.88,3.29,Easy,446,1
47546,2.1,8.41,Hard,258,1
36972,3.84,9.14,Easy,370,1
26424,4.51,5.28,Hard,181,0
31370,1.5,1.04,Hard,209,1
27939,6.59,0.6,Easy,322,1
22476,2.44,3.44,Hard,422,0
34343,0.85,6.02,Hard,355,0
38607,0.73,5.88,Easy,334,1
23068,6.3,1.88,Hard,277,0
8451,6.81,3.78,Easy,315,1
20976,1.15,6.43,Hard,453,0
1227,1.39,3.45,Hard,491,0
6414,6.25,2.35,Easy,414,0
12377,3.24,1.42,Hard,267,1
24051,4.3,9.8,Hard,460,0
25086,5.5,2.01,Hard,321,1
31159,3.38,8.04,Hard,173,1
44551,3.36,5.35,Hard,384,0
21360,2.29,4.56,Hard,266,1
14955,4.96,7.85,Hard,271,0
4304,2.72,9.99,Hard,456,0
12224,2.19,2.35,Hard,228,1
38794,3.44,8.58,Easy,298,1
17473,4.83,1.23,Hard,267,0
753,4.38,9.35,Easy,446,0
31987,3.3,5.89,Easy,450,1
37163,5.59,9.99,Hard,389,0
17431,5.39,6.79,Hard,437,0
2464,5.25,7.38,Hard,408,0
41442,3.42,1.65,Hard,180,1
19458,2.22,4.15,Easy,251,1
25721,5.76,5.66,Hard,496,0
44933,0.94,9.7,Hard,186,1
2519,6.56,0.89,Hard,243,0
11420,6.74,2.19,Hard,420,0
45067,0.71,5.32,Hard,231,1
26026,6.85,0.85,Hard,305,1
36224,3.42,2.8,Hard,405,1
10790,2.07,1.72,Hard,404,0
35677,4.99,6.29,Easy,390,0
18206,5.46,6.6,Hard,257,0
6775,2.48,4.12,Hard,308,1
16235,2.22,2.41,Easy,181,1
39082,1.66,3.43,Easy,197,1
9432,5.75,4.37,Hard,427,0
23330,6.78,3.32,Hard,204,0
33638,5.12,7.83,Hard,499,0
26105,1.88,7.9,Hard,208,1
30516,5.04,7.46,Hard,365,0
11887,4.9,5.61,Hard,442,0
49383,4.38,6.83,Hard,291,0
27920,2.65,8.3,Easy,468,1
33524,1.95,8.43,Easy,384,1
50822,5.8,4.8,Easy,223,1
24478,6.35,1.34,Hard,274,0
22583,6.11,5.33,Hard,159,0
15498,6.95,6.42,Hard,316,0
26684,2.78,6.91,Easy,382,1
35354,4.3,3.15,Hard,200,1
7488,4.13,8.91,Easy,270,0
6818,1.98,1.25,Hard,324,1
46649,3.49,8.34,Hard,486,0
47887,4.8,3.53,Hard,431,0
32121,3.5,7.11,Hard,240,1
28534,5.84,3.76,Hard,285,1
40695,4.95,1.23,Easy,228,1
48555,6.3,3.13,Hard,350,0
8098,3.77,3.06,Easy,442,1
26998,5.59,5.74,Easy,223,1
10768,6.36,5.43,Easy,277,0
27679,2.66,2.82,Hard,440,1
44699,1.19,5.13,Easy,343,1
7253,3.88,5.99,Hard,360,0
49943,2.03,3.29,Easy,475,1
47595,6.89,2.57,Easy,493,1
10015,5.7,5.51,Hard,160,0
22182,0.51,3.14,Hard,280,1
41391,1.18,5.84,Hard,203,1
2121,5.13,2.37,Easy,223,1
20453,5.51,1.51,Hard,270,0
13058,0.56,9.7,Easy,313,1
14141,5.18,6.69,Easy,360,0
29694,4.42,2.8,Hard,475,0
39099,5.05,6.27,Hard,207,0
5531,3.61,4.73,Easy,158,1
41441,5.15,6.98,Easy,493,0
43063,6.2,1.1,Easy,372,1
38620,1.33,1.18,Easy,236,1
35446,5.77,4.05,Easy,155,1
11057,1.78,0.9,Hard,463,0
48481,1.23,9.93,Easy,226,1
19161,4.07,3.44,Easy,444,0
21634,4.13,2.78,Hard,298,0
47921,2.23,4.14,Easy,355,1
13311,5.58,6.88,Hard,380,0
7576,6.1,6.66,Easy,370,0
6939,4.09,2.13,Hard,244,0
34596,6.42,2.48,Hard,437,0
20284,0.87,9.51,Hard,197,0
43870,2.95,0.54,Easy,281,1
7468,3.17,7.69,Easy,275,1
17616,3.36,7.61,Easy,441,0
32738,6.54,6.03,Hard,271,0
46366,3.71,0.9,Easy,473,1
21133,2.48,2.91,Hard,278,1
13821,5.94,1.11,Easy,396,0
17631,1.32,1.12,Hard,299,1
31018,3.77,5.17,Easy,458,1
22694,2.37,6.8,Hard,291,0
10915,2.68,8.35,Hard,162,0
42470,5.79,3.79,Easy,482,1
40516,1.9,9.2,Easy,309,1
30497,3.31,3.16,Easy,480,1
45302,1.75,6.22,Easy,232,1
40395,1.68,5.75,Hard,488,0
26205,5.63,9.1,Hard,369,0
9469,2.09,3.71,Hard,181,1
3210,2.74,3.34,Easy,309,1
15702,4.08,1.81,Easy,359,0
4030,3.94,8.84,Easy,189,1
10107,5.63,3.96,Easy,160,1
20137,6.55,5.42,Easy,272,0
39662,0.69,3.64,Easy,362,1
28527,2.37,3.68,Easy,344,1
29261,1.26,8.54,Hard,256,1
38598,0.83,1.61,Hard,419,1
32728,3.43,2.94,Hard,478,1
17775,3.92,0.67,Easy,444,1
32647,1.23,5.72,Hard,317,1
44089,6.61,0.5,Hard,334,0
35412,2.32,8.54,Easy,233,1
23622,6.69,1.46,Easy,449,0
19481,3.86,4.59,Easy,189,1
35326,5.97,2.4,Easy,319,1
5965,3.4,9.99,Hard,498,0
11155,6.39,8.63,Easy,223,0
32185,2.73,8.61,Hard,394,0
15471,0.58,5.56,Hard,210,0
40766,2.89,3.84,Hard,377,1
28007,5.1,7.67,Easy,174,1
10056,5.41,8.67,Hard,432,0
38516,0.83,8.24,Hard,332,0
46206,6.93,9.26,Easy,322,1
4692,3.73,7.78,Hard,204,0
8122,2.52,0.76,Easy,349,1
46877,4.41,0.8,Easy,365,1
49250,6.32,9.4,Easy,412,0
1796,0.56,6.49,Easy,239,1
19154,6.93,9.22,Hard,435,0
37210,1.9,2.15,Easy,260,1
34776,6.2,4.66,Hard,402,0
12362,1.66,5.18,Hard,376,0
38285,5.53,1.27,Hard,330,0
39267,1.14,5.05,Easy,227,1
41741,0.73,6.21,Hard,267,1
22124,3.52,9.54,Hard,484,0
2284,1.28,6.36,Hard,435,0
49303,2.57,5.53,Hard,328,0
46556,6.67,1.96,Hard,482,0
31530,3.97,5.52,Easy,243,1
7164,6.67,5.62,Hard,498,0
37162,5.21,3.01,Easy,344,1
17146,4.84,4.43,Easy,247,1
39290,3.11,1.58,Easy,154,1
26639,6.86,2.25,Hard,236,1
18883,0.66,3.66,Hard,401,0
31876,0.81,4.35,Hard,239,1
2303,6.24,9.9,Hard,376,0
29324,2.97,8.07,Hard,212,1
24456,5.21,5.17,Easy,260,0
26352,5.55,9.71,Easy,427,0
14298,2.82,5.93,Easy,206,1
20689,6.85,2.66,Easy,155,1
23512,4.9,4.44,Easy,165,1
38746,5.74,8.08,Easy,274,1
47007,4.27,2.58,Easy,150,1
5434,3.59,3.69,Hard,457,0
29124,4.65,4.12,Easy,255,1
32040,2.14,6.52,Easy,457,1
9096,1.2,6.65,Easy,405,0
22714,2.59,5.15,Easy,187,1
9420,4.66,7.55,Easy,165,0
25216,3.6,7.86,Hard,301,1
16410,3.73,8.06,Easy,178,1
34353,1.29,4.54,Hard,470,1
14997,3.75,6.53,Hard,223,0
30904,1.36,4.21,Easy,227,1
22524,4.86,1.43,Easy,418,0
4455,5.42,7.48,Hard,302,0
35401,2,2.66,Easy,497,1
44854,6.21,3.19,Hard,220,1
36840,1.57,3.86,Hard,405,1
25951,0.82,6.19,Hard,158,1
23741,2.4,2.99,Easy,171,1
15916,0.72,5.89,Easy,237,1
19904,1.41,6.42,Easy,420,0
39244,3.37,3.92,Easy,261,1
41091,3.56,9.65,Hard,267,1
18053,1.96,8.6,Easy,170,1
695,2.64,4.98,Easy,150,1
44743,0.54,2.55,Easy,299,1
13213,2.32,4.38,Hard,399,0
10161,6.86,8.37,Hard,277,0
24725,6.65,6.93,Hard,477,0
35589,4.92,7.69,Easy,477,0
4069,4.16,8.57,Hard,205,0
45533,2.1,3.3,Easy,205,1
12214,4.56,3.29,Easy,465,0
19610,6.39,7.1,Hard,312,0
46019,2.85,7.54,Easy,452,1
20092,1.65,9.4,Hard,395,0
12571,0.95,2.62,Hard,286,1
42819,3.58,5.87,Easy,325,1
14741,0.81,1.27,Hard,463,0
34777,3.25,0.9,Hard,296,1
8841,1.95,9.42,Hard,364,0
30910,3.4,7.92,Hard,264,1
39702,4.85,2.97,Easy,312,1
49250,2.97,8.46,Hard,426,0
26720,2.46,7.49,Easy,276,1
8047,2.48,6.95,Hard,195,0
30558,3.86,1.28,Easy,340,1
8574,1.15,5.77,Easy,273,1
9831,5.13,4.74,Easy,420,0
42744,5.72,7.52,Easy,284,1
25692,5.68,8.1,Hard,209,0
41239,1.6,8.48,Easy,461,1
35336,5.36,8.27,Hard,230,0
17475,3.03,9.41,Hard,428,0
7168,1.71,0.79,Easy,314,1
29383,2.22,5.84,Easy,434,1
38230,2.81,5.84,Hard,279,1
20389,1.77,3.63,Hard,461,0
30379,1.13,5.94,Easy,399,1
44103,4.66,9.61,Hard,489,0
49712,4.97,9.73,Hard,411,0
25991,5.52,4.36,Easy,223,1
9050,3.88,0.82,Hard,384,0
18638,1.58,1.82,Hard,279,1
12958,3.02,6.23,Easy,169,1
27906,2.07,9.28,Hard,253,1
14133,6.36,9.47,Easy,497,0
2135,4.93,6.83,Hard,486,0
47003,0.86,3.81,Easy,191,1
3732,3.12,0.74,Easy,177,1
32538,3.37,7.69,Easy,256,1
8108,6.45,4.36,Hard,153,0
4891,3.56,3.7,Hard,219,1
14588,6.82,2.71,Easy,485,0
20065,4.18,5.22,Hard,441,0
733,5.03,9.57,Easy,192,0
20448,2.15,0.84,Hard,235,1
44332,5.13,9.93,Easy,267,1
32835,3.25,7.72,Easy,335,1
36431,4.16,7.74,Easy,262,1
19022,3.92,8.65,Hard,393,0
29082,3.26,8.14,Hard,382,0
29669,6.09,3.46,Hard,242,1
13609,2.02,1.35,Easy,369,1
453,1.89,9.38,Easy,382,0
20722,3.32,7.08,Hard,173,0
27978,1.34,8.86,Easy,499,1
22893,0.98,5.53,Easy,174,1
31682,2.29,8.1,Easy,160,1
46907,4.73,4.5,Easy,357,1
17189,1.57,8.09,Easy,212,1
28905,0.81,0.94,Hard,156,1
13023,6.48,7.79,Hard,295,0
44333,1.92,6.62,Hard,342,0
24130,3.4,5.11,Hard,231,0
18607,2.99,3.22,Hard,374,0
37339,0.77,6.97,Easy,469,1
21041,2.65,8.91,Easy,256,1
9964,3.07,7.45,Hard,379,0
7548,6.1,0.78,Hard,413,0
33582,4.92,6.55,Hard,445,0
44612,3.88,6.54,Easy,277,1
24812,4.76,6.08,Hard,242,0
31824,1.87,2.97,Hard,239,1
41058,5.44,5.75,Easy,305,1
25400,2.48,3.64,Easy,206,1
20704,3.4,3.58,Hard,268,1
45252,4.49,7.91,Hard,497,0
3310,2.57,3.53,Hard,347,0
34168,6.17,6.6,Easy,342,0
44106,6.72,9.74,Hard,368,0
16994,2.84,8.26,Easy,234,1
6536,2.39,9.86,Easy,439,0
15144,6.61,6.15,Easy,387,0
1733,6.87,3.44,Hard,385,0
31827,4.13,2.67,Hard,374,0
35430,2.99,5.7,Easy,395,1
17976,3.19,6.34,Hard,456,0
35081,3.96,8.89,Easy,210,1
10862,1.47,8.46,Hard,321,0
46350,0.85,1.7,Hard,377,1
47470,6.4,1.32,Easy,356,1
18457,6.66,1.43,Hard,446,0
19026,1.06,9.78,Easy,151,1
29382,3.61,0.68,Easy,341,1
25478,4.39,3.15,Easy,401,1
44797,1.78,7.98,Easy,410,1
14963,1.14,5.05,Hard,178,0
6961,3,0.77,Hard,293,1
44273,4.92,7.54,Easy,475,0
32616,4.3,3.63,Hard,201,1
28081,5.78,9.09,Easy,210,1
6137,2.21,4.7,Hard,156,1
31364,4.87,0.74,Easy,306,1
33416,4.08,3.73,Easy,225,1
26275,4.89,9.73,Hard,273,0
4612,4,2.84,Hard,255,1
5463,0.67,7.05,Hard,420,0
20240,4.01,2.92,Hard,264,0
15903,3.41,5.08,Easy,211,1
1370,3.53,5.18,Easy,265,1
49934,0.7,7.02,Hard,485,0
49177,2.12,3.33,Hard,408,1
8846,3.23,9.91,Easy,437,0
2862,1.52,3.23,Hard,452,0
3673,0.63,9.93,Easy,240,1
37347,2.93,8.63,Easy,398,1
4628,6.77,5.28,Hard,155,0
46460,1.76,7.1,Hard,332,0
44204,6.77,0.66,Easy,203,1
42822,5.72,5.56,Hard,315,0
11152,3.99,6.32,Easy,451,0
48220,6.95,6.96,Hard,499,0
47659,6.48,8.05,Hard,209,0
20300,6.31,2.46,Easy,451,0
41647,5.34,3.12,Hard,212,1
43829,0.51,2.75,Hard,250,1
20492,1.22,5.56,Easy,450,0
25524,1.68,2.71,Hard,324,1
42267,3.55,4.85,Easy,396,1
45556,2.17,3.43,Easy,393,1
33492,1.48,6.36,Easy,274,1
28838,6.33,1.25,Hard,375,0
22253,1.89,1.57,Hard,298,1
37620,2.12,0.52,Easy,319,1
4239,2.12,3.68,Easy,419,1
18347,6.24,6.9,Hard,276,0
14351,1.74,8.26,Easy,308,1
3965,3.38,8.35,Hard,315,0
11007,3.17,7.34,Easy,295,1
35010,3.42,5.88,Hard,201,1
8348,6.22,0.83,Easy,447,0
4399,4.78,4.04,Easy,273,1
27727,2.15,0.71,Easy,202,1
44481,1.16,3.36,Hard,226,1
12687,1.84,8.72,Hard,460,0
15316,6.12,3.43,Hard,348,0
25320,4.53,2.77,Easy,250,1
35942,3.73,5.5,Easy,389,1
30361,3.21,9.95,Easy,497,1
45806,4.35,8.92,Hard,460,0
38548,6.23,3.7,Hard,405,0
18200,6.03,4.24,Easy,371,0
39837,6.5,8.7,Easy,393,0
7988,5.03,0.61,Easy,299,1
27679,4.02,2.59,Easy,171,1
46587,2.47,3.13,Easy,173,1
20812,4.89,9.32,Hard,415,0
16029,0.94,7.71,Easy,367,0
21796,2.59,8.52,Hard,210,0
18517,6.79,8.09,Hard,193,0
26993,5.25,8.84,Hard,162,0
12362,2.15,2.68,Hard,334,0
28895,4.02,7.78,Easy,430,0
29722,3.36,5.58,Easy,321,1
26859,6.03,4.82,Hard,450,0
37222,6.36,1.68,Easy,495,1
9816,3.25,2.99,Easy,323,1
13557,6.18,5.69,Hard,457,0
37370,0.54,9.82,Easy,178,1
36572,0.74,2.18,Hard,235,1
1887,1.06,9.45,Hard,228,0
17092,6.26,7.52,Easy,477,0
49477,1.04,7.44,Hard,256,1
12904,4.21,3.29,Hard,164,0
8242,6.91,3.21,Hard,381,0
9752,0.59,9.05,Hard,355,0
25323,1.18,3.24,Easy,378,1
19062,4.35,3.27,Hard,480,0
5073,2.18,0.8,Easy,348,1
37903,5.95,5.05,Hard,365,0
19028,5.71,4.08,Hard,397,0
9685,6.76,1.32,Hard,238,0
9996,2.22,4.96,Hard,248,1
41455,3.76,1.69,Easy,188,1
39491,0.98,8.45,Hard,373,0
29862,2.79,2.21,Hard,161,1
32087,0.82,9.68,Easy,418,1
25385,6.59,3.36,Easy,197,1
50424,6.84,8.78,Hard,358,0
47495,5.13,1.09,Hard,168,1
14880,0.85,4.83,Hard,325,1
30512,4.29,2.16,Hard,482,0
44832,2.57,2.98,Easy,473,1
44416,3.85,8.62,Easy,236,1
9536,5.93,8.89,Easy,156,0
11751,4.86,4.01,Hard,415,0
50979,6.47,0.62,Hard,275,1
19492,6.5,9.18,Hard,165,0
4460,2.98,1.44,Hard,418,0
4839,3.86,9.39,Easy,449,0
50120,0.79,2.78,Easy,421,1
10819,6.77,9.61,Easy,322,0
35433,2.43,2.83,Hard,432,1
7751,5.98,3.88,Easy,477,0
31965,5.45,9.6,Easy,401,0
46939,5.41,7.7,Hard,484,0
27108,3.62,1.27,Easy,310,1
35984,3.05,7.25,Easy,236,1
14757,0.9,0.82,Hard,307,1
26400,5.01,2.62,Easy,333,1
25042,1.99,5.37,Easy,359,1
26569,3.83,1.99,Easy,172,1
48283,4.35,0.76,Easy,269,1
10497,1.39,2.96,Hard,412,0
16251,6.29,6.32,Hard,435,0
21812,3.93,1.35,Easy,484,1
5823,3.03,3.41,Hard,291,1
3957,1.8,6.46,Hard,469,0
13457,6.08,1.82,Hard,174,0
26336,0.65,4.6,Hard,357,1
17418,5.73,8.17,Hard,218,0
5689,3.41,3.46,Hard,500,0
45423,3.49,6.7,Hard,365,0
10751,6.67,8.65,Hard,213,0
49584,2,6.36,Hard,198,1
34007,4.15,4.32,Hard,470,0
26364,6.85,4.11,Easy,434,1
28498,0.7,7.1,Easy,303,1
2638,1.08,8.61,Easy,251,1
41939,3.2,3.71,Easy,349,1
28377,5.73,8.19,Easy,375,0
33696,2.46,7.91,Hard,370,0
40520,3.63,6.93,Easy,176,1
12282,3.19,6.05,Hard,184,0
18167,4.5,4.28,Easy,205,1
18352,2.55,5.9,Hard,187,0
6149,2.32,6.25,Easy,327,0
9590,6.52,4.42,Hard,233,0
8380,0.99,1.05,Easy,370,1
184,3.42,2.51,Easy,226,1
31169,6.38,3.13,Easy,395,1
19230,2.11,5.99,Hard,257,0
43778,4.29,9.24,Easy,164,1
3461,2.71,4.18,Hard,385,0
31158,1.27,5.26,Hard,179,1
46712,4.4,7.28,Easy,366,0
12575,3.28,2.77,Easy,486,1
34896,6.17,3.17,Easy,242,1
30976,2.15,1.49,Hard,220,1
48519,4,9.75,Easy,433,1
27523,1.93,2.08,Hard,393,1
35984,5.45,1.08,Hard,338,0
50841,6.21,1.14,Hard,397,0
37773,1.02,9.28,Easy,231,1
44880,6.52,3.26,Hard,264,1
15362,1.06,2.27,Hard,443,0
1767,4.95,3.61,Hard,457,0
21244,0.96,4.56,Hard,299,1
19650,5.31,1.04,Hard,198,0
10396,4.22,2.8,Easy,463,0
43505,4.68,8.04,Hard,320,0
27690,3.25,3.29,Easy,483,1
35862,4.46,9.25,Hard,370,0
40285,5.77,9.39,Easy,353,0
19089,3.44,6.3,Hard,231,0
9748,1.67,7.11,Easy,319,1
6916,2.6,0.63,Hard,463,0
46163,2.82,3.69,Hard,255,1
843,4.65,7.81,Easy,161,0
48345,5.18,3.32,Hard,475,0
46540,6.32,6.93,Hard,230,0
8011,0.88,8.27,Easy,366,0
24340,6.01,9.76,Easy,346,0
48293,6.06,0.6,Hard,312,1
18659,1.93,7.76,Hard,203,0
28788,2.6,5.19,Easy,364,1
40577,5.81,7.11,Easy,285,1
49994,0.94,1.71,Easy,162,1
30943,6.55,5.01,Hard,253,0
24243,3.04,4.02,Hard,474,0
14675,2.95,6.02,Hard,409,0
25589,3.91,8.38,Easy,196,1
50083,6.74,8.01,Easy,304,1
19768,5.3,6.82,Easy,392,0
5267,3.59,4.3,Hard,346,0
48332,6.69,7.66,Hard,405,0
41999,6.58,4.23,Easy,478,1
32171,3.24,3.17,Hard,497,1
37875,2.66,6,Easy,500,1
40811,5.68,7.85,Easy,368,0
37711,4.93,7.19,Easy,347,0
16513,4.23,1.28,Hard,256,0
50161,3.55,4.67,Easy,315,1
12238,5.11,3.36,Easy,480,0
7285,5.13,3.25,Hard,457,0
11643,4.81,1.62,Hard,300,0
4182,6.01,9.98,Easy,434,0
34461,2.51,6.9,Easy,369,1
22573,1.61,4.8,Hard,442,0
14150,5.57,8.39,Easy,220,0
46398,1.9,7.1,Hard,263,1
19690,6.91,3.93,Easy,290,1
28879,0.85,5.45,Easy,423,1
28587,6.03,2.74,Easy,173,1
2498,5.66,4.95,Easy,381,0
39437,4.48,8.4,Hard,230,0
29359,1.11,6.36,Easy,441,1
24753,4.36,5.86,Easy,204,0
50983,4.61,9.5,Hard,376,0
7346,1.28,0.82,Hard,315,1
21800,3.3,5.28,Easy,346,0
5276,3.05,3.64,Easy,309,1
18903,6.02,2.71,Hard,462,0
27105,5.86,1.25,Easy,303,1
21653,1.72,2.21,Hard,279,1
47964,5.4,8.48,Hard,335,0
42028,0.98,2.56,Easy,225,1
44430,1.06,7.84,Hard,256,1
24742,5.29,5.87,Hard,464,0
33649,1,6.14,Easy,219,1
20916,0.93,7.17,Easy,356,0
27762,2.62,5.62,Easy,308,1
60,4.17,6.6,Hard,304,0
46335,3.03,3.36,Hard,346,1
43407,1.46,1.51,Hard,165,1
23134,5.2,6.18,Hard,306,0
10914,4.26,0.76,Hard,193,0
40350,6.1,8.94,Easy,372,0
19891,3.08,5.82,Easy,463,0
32563,2.27,2.94,Hard,458,1
47225,1.11,4.55,Easy,395,1
29886,3.41,8.03,Easy,460,1
29119,3.16,1.43,Easy,171,1
17246,6.2,6.27,Easy,170,0
31276,1.92,6.87,Hard,193,1
3418,6.5,6.45,Easy,250,0
30372,1.76,6.75,Hard,434,0
18254,3.32,2.35,Hard,251,1
41488,1.18,7.43,Hard,373,0
37430,1.07,3.72,Easy,379,1
27542,4.85,1.55,Easy,362,1
11048,3.05,4.79,Hard,276,1
10431,5.41,3.64,Easy,323,1
48078,2.26,3.81,Hard,161,1
49664,2.26,6.84,Easy,151,1
45106,2.66,3.16,Easy,253,1
3988,1.45,9.44,Easy,455,0
7494,1.17,2.82,Hard,347,0
29759,1.56,0.94,Easy,179,1
12794,6.65,8.53,Hard,211,0
2579,4.38,8.74,Hard,309,0
43112,3.7,2.4,Hard,252,1
19368,1.52,6.65,Hard,317,0
20762,2.66,6.88,Easy,318,1
34277,6.77,7.16,Easy,215,1
43998,3.09,8.47,Hard,460,0
9836,5.05,3.28,Hard,278,0
11070,2.34,0.76,Easy,491,1
13175,0.68,1.67,Easy,347,1
7042,6.43,9.11,Hard,184,0
13768,0.78,4.96,Hard,332,0
42747,3.76,5.27,Easy,369,1
15403,2.66,6.74,Easy,306,1
4352,5.05,7.99,Hard,434,0
48687,4.08,2.68,Hard,254,1
35614,5.9,1.76,Easy,420,1
6795,3.31,0.72,Hard,478,0
11814,4.91,4.03,Hard,247,0
10186,5.27,0.71,Easy,384,0
35002,3.25,6.43,Easy,431,1
9260,5.76,7.94,Hard,205,0
28566,3.76,7.15,Hard,179,1
42552,6.29,7.81,Easy,171,1
40015,1,5.72,Easy,198,1
45430,2.92,5.9,Hard,439,0
8363,3.68,7.68,Hard,408,0
18558,2.6,6.02,Easy,184,1
12773,4.81,6.37,Easy,196,0
18919,2.52,4.74,Easy,184,1
19482,5.24,0.58,Hard,388,0
5661,3.7,4.49,Hard,241,1
12046,6.59,4.86,Hard,363,0
41657,5.29,8.38,Hard,213,0
35179,4.31,1.86,Easy,233,1
13455,5.22,0.87,Hard,497,0
27388,6,6.91,Hard,301,0
24123,6.86,2.81,Hard,181,0
24837,5.71,1.36,Hard,245,0
9768,2.18,3.88,Easy,165,1
39569,5.08,0.74,Easy,394,1
